"taxon_name";"frequency";"ornamental";"crop";"wild";"cultivated";"native";"range";"trend";"threat_2018";"threat_1998";"PlantGrowthForm"
"Aquilegia fragrans";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Aquilegia nevadensis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Aquilegia grata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Aquilegia pyrenaica";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arabis alpina";"s";"ornamental";NA;"W";"yes";"native";"s";"=";"*";"*";NA
"Arabis caucasica";"v";"ornamental";NA;NA;"yes";"established non-native";"nb";NA;"nb";"*";NA
"Arabis soyeri";"s";"ornamental";NA;"W";"yes";"native";"ss";"=";"*";"*";NA
"Arabis procurrens";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Aralia nudicaulis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Aralia hispida";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Aralia racemosa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arctostaphylos nevadensis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;"shrub"
"Arctostaphylos uva-ursi";"s";"ornamental";"crop";NA;"yes";"native";"s";"<<";"2";"2";"shrub"
"Arctotheca calendula";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arctotis breviscapa";NA;"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arctotis acaulis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arctotis venusta";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arctotis fastuosa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arenaria tetraquetra";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arenaria purpurascens";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arenaria grandiflora";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arenaria montana";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Argemone mexicana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Argemone grandiflora";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Argemone sanguinea";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Argemone polyanthemos";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Argyranthemum frutescens";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Argyranthemum foeniculaceum";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arisaema consanguineum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arisaema griffithii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arisaema dracontium";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arisaema candidissimum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arisaema ringens";NA;"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arisaema sikokianum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arisaema flavum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arisaema triphyllum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arisaema amurense";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Aristolochia clematitis";"s";"ornamental";NA;NA;"yes";"native";"mh";"<";"V";"*";NA
"Aristolochia rotunda";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Aristolochia macrophylla";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Aristolochia tomentosa";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Aristolochia moupinensis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Aristolochia manshuriensis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Armeria welwitschii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Armeria pungens";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Armeria pseudarmeria";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Armeria girardii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Armeria maritima";"v";"ornamental";NA;"W";"yes";"native";"mh";"<";"V";"nb";NA
"Armoracia rusticana";"s";NA;"crop";"W";"yes";"established non-native";"nb";NA;"nb";"*";NA
"Arnica sachalinensis";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arnica chamissonis";"s";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA;NA
"Arnica angustifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arnica montana";"z";"ornamental";"crop";NA;"yes";"native";"mh";"<<";"3";"3";NA
"Arrhenatherum elatius";"v";"ornamental";"crop";"W";"yes";"native";"sh";">";"*";"*";NA
"Artemisia vulgaris";"s";"ornamental";"crop";NA;"yes";"native";"sh";"=";"*";"*";NA
"Artemisia dracunculus";"z";"ornamental";"crop";"W";"yes";"established non-native";"nb";NA;"nb";"*";NA
"Artemisia ludoviciana";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Artemisia nitida";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Artemisia abrotanum";"s";NA;"crop";"W";"yes";NA;NA;NA;NA;NA;"shrub"
"Artemisia annua";"s";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*";NA
"Artemisia gmelinii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Artemisia lactiflora";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Artemisia absinthium";"s";"ornamental";"crop";"W";"yes";"native";"h";"=";"*";"*";NA
"Artemisia stelleriana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Artemisia pontica";"s";"ornamental";"crop";NA;"yes";"established non-native";"nb";NA;"nb";"*";"shrub"
"Artemisia alba";"s";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA;NA
"Artemisia frigida";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;"shrub"
"Artemisia schmidtiana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arum creticum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arum dioscoridis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arum orientale";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Arum maculatum";"z";"ornamental";NA;"W";"yes";"native";"h";"=";"*";"*";NA
"Arum italicum";"z";"ornamental";NA;"W";"yes";NA;NA;NA;NA;NA;NA
"Aruncus dioicus";"z";"ornamental";NA;"W";"yes";"native";"mh";"=";"*";"*";NA
"Arundo donax";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asarina procumbens";"s";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*";NA
"Asarum canadense";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asarum arifolium";"s";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA;NA
"Asarum shuttleworthii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asarum virginicum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asarum hartwegii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asarum europaeum";"z";"ornamental";NA;NA;"yes";"native";"mh";"=";"*";"*";NA
"Asarum caudatum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asclepias curassavica";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asclepias tuberosa";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asclepias incarnata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asclepias speciosa";NA;"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asclepias syriaca";"s";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*";NA
"Asparagus filicinus";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asparagus acutifolius";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;"shrub"
"Asparagus verticillatus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asparagus trichophyllus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asparagus tenuifolius";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asparagus officinalis";"v";"ornamental";"crop";NA;"yes";"native";"h";"=";"*";"*";NA
"Asparagus pseudoscaber";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asperula tinctoria";"s";"ornamental";NA;"W";"yes";"native";"s";"<";"3";"3";NA
"Asperula orientalis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asperula taurina";"s";"ornamental";NA;"W";"yes";"transient";NA;NA;NA;"*";NA
"Asphodeline liburnica";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asphodeline tenuior";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asphodeline lutea";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asphodeline taurica";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asphodelus albus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asphodelus fistulosus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Aster bellidiastrum";"s";"ornamental";NA;"W";"yes";"native";"s";"=";"*";"*";NA
"Aster alpinus";"z";"ornamental";NA;"W";"yes";"native";"ss";"=";"*";"*";NA
"Aster tongolensis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Aster amellus";"v";"ornamental";NA;NA;"yes";"native";"s";"<";"3";"V";NA
"Aster tataricus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Asteriscus aquaticus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Astilbe chinensis";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Astilbe simplicifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Astilbe rivularis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Astilbe japonica";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Astilbe thunbergii";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Astilbe rubra";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Astilboides tabularis";"s";NA;NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Astrantia maxima";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Astrantia major";"v";"ornamental";NA;"W";"yes";"native";"mh";"<";"*";"*";NA
"Athamanta cretensis";"z";"ornamental";NA;"W";"yes";"native";"ss";"=";"*";"*";NA
"Athamanta turbith subsp. haynaldii";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Atriplex hortensis";"s";"ornamental";"crop";"W";"yes";"transient";NA;NA;NA;"*";NA
"Atropa bella-donna";"s";NA;"crop";"W";"yes";"native";"h";"=";"*";"*";NA
"Aubrieta deltoidea";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Avena sativa";"v";NA;"crop";NA;"yes";NA;NA;NA;NA;NA;NA
"Avena strigosa";"s";NA;"crop";"W";"yes";"native";"?";"?";"D";"*";NA
"Avenella flexuosa";"z";"ornamental";NA;"W";"yes";"native";"sh";"=";"*";"*";NA
"Avenula pubescens";NA;"ornamental";NA;"W";"yes";"native";"h";"<";"*";"*";NA
"Azorella trifurcata";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Baldellia ranunculoides";"s";"ornamental";NA;"W";"yes";"native";"ss";"<<";"2";"2";NA
"Baptisia tinctoria";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Baptisia australis";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Barbarea verna";"s";NA;"crop";"W";"yes";NA;NA;NA;NA;NA;NA
"Basella alba";"s";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA;NA
"Bassia scoparia";NA;"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*";"shrub"
"Beckmannia eruciformis";"s";NA;"crop";"W";"yes";NA;NA;NA;NA;NA;NA
"Bellevalia ciliata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bellevalia romana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bellis perennis";"v";"ornamental";NA;NA;"yes";"native";"sh";"=";"*";"*";NA
"Bellis caerulescens";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bellium bellidioides";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bellium crassifolium";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bellium minutum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bergenia stracheyi";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bergenia purpurascens";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bergenia crassifolia";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Begonia rotundifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Begonia aconitifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Beta vulgaris subsp. vulgaris";"s";NA;"crop";"W";"yes";NA;NA;NA;NA;NA;NA
"Bidens subalternans";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bidens triplinervia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bidens aurea";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Biscutella laevigata";"s";"ornamental";NA;"W";"yes";"native";"s";"=";"*";"*";NA
"Bistorta affinis";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bistorta vacciniifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bistorta vivipara";"s";"ornamental";NA;"W";"yes";"native";"s";"=";"*";"*";NA
"Bistorta tenuicaulis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bistorta milletii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bistorta officinalis";"z";"ornamental";NA;"W";"yes";"native";"h";"<";"*";"V";NA
"Bistorta amplexicaulis";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Blackstonia perfoliata";"s";"ornamental";NA;"W";"yes";"native";"ss";"<";"2";"2";NA
"Bletilla ochracea";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bletilla formosana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bletilla striata";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Blumenbachia insignis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Boltonia asteroides";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bongardia chrysogonum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Borago officinalis";"v";"ornamental";"crop";"W";"yes";NA;NA;NA;NA;NA;NA
"Borago pygmaea";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bothriochloa saccharoides";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bouteloua curtipendula";"s";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA;NA
"Bouteloua gracilis";"z";"ornamental";"crop";NA;"yes";NA;NA;NA;NA;NA;NA
"Brachypodium sylvaticum";"z";"ornamental";NA;"W";"yes";"native";"h";"=";"*";"*";NA
"Brachyscome tadgellii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Brachyscome iberidifolia";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Brachyscome rigidula";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Brassica juncea";"z";NA;"crop";"W";"yes";NA;NA;NA;NA;NA;NA
"Brassica oleracea";"v";NA;"crop";"W";"yes";"native";"es";"=";"R";"*";NA
"Brassica napus";"v";NA;"crop";"W";"yes";"established non-native";"nb";NA;"nb";"kN";NA
"Brassica rapa";"z";NA;"crop";"W";"yes";"native";"?";"?";"D";"*";NA
"Brimeura amethystina";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Briza maxima";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Briza minor";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Briza media";"z";"ornamental";NA;"W";"yes";"native";"h";"<";"*";"V";NA
"Bromus carinatus";"s";NA;"crop";"W";"yes";"established non-native";"nb";NA;"nb";"kN";NA
"Bromus madritensis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bromus erectus";"z";NA;"crop";"W";"yes";"native";"h";"=";"*";"*";NA
"Bromus inermis";"s";NA;"crop";"W";"yes";"native";"sh";">";"*";"*";NA
"Bromus secalinus";"s";"ornamental";NA;"W";"yes";"native";"mh";"<";"*";"*";NA
"Bromus arvensis";"s";"ornamental";NA;"W";"yes";"native";"mh";"<<";"V";"3";NA
"Bromus briziformis";NA;"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bromus lanceolatus";NA;"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Browallia americana";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Browallia speciosa";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Brunnera macrophylla";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Bryonia alba";"s";"ornamental";NA;"W";"yes";"native";"mh";"<";"V";"*";NA
"Bunium bulbocastanum";"s";NA;"crop";"W";"yes";"native";"s";"<";"3";"*";NA
"Buphthalmum salicifolium";"z";"ornamental";NA;"W";"yes";"native";"s";"=";"*";"*";NA
"Butomus umbellatus";"z";"ornamental";NA;"W";"yes";"native";"h";"<";"*";"V";NA
"Buxus sempervirens";"z";"ornamental";NA;"W";"yes";"native";"ss";"=";"3";"*";"shrub"
"Caiophora lateritia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calamagrostis × acutiflora";"z";"ornamental";NA;"W";"yes";NA;NA;NA;NA;NA;NA
"Calanthe tricarinata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calanthe alpina";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calanthe aristulifera";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calanthe nipponica";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calanthe discolor";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calceolaria tripartita";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calceolaria integrifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calceolaria biflora";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calceolaria polyrhiza";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calendula officinalis";"v";"ornamental";"crop";"W";"yes";NA;NA;NA;NA;NA;NA
"Calla palustris";"s";"ornamental";NA;"W";"yes";"native";"mh";"<";"V";"3";NA
"Callianthemum pimpinelloides";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Callianthemum coriandrifolium";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Callianthemum angustifolium";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Callianthemum anemonoides";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Callianthemum kernerianum";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Callirhoe digitata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Callirhoe involucrata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Callistephus chinensis";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calluna vulgaris";"z";"ornamental";NA;"W";"yes";"native";"h";"<<";"*";"*";"shrub"
"Calochortus albus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calochortus amabilis";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calochortus coeruleus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calochortus venustus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calochortus macrocarpus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calochortus vestae";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calochortus superbus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calopogon tuberosus";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Caltha natans";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Caltha leptosepala";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Caltha palustris";"z";"ornamental";NA;"W";"yes";"native";"h";"<<";"V";"V";NA
"Calypso bulbosa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calystegia soldanella";"s";"ornamental";NA;"W";"yes";"native";"es";"<";"1";"1";NA
"Calystegia pubescens";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Calystegia sepium";"v";"ornamental";NA;"W";"yes";"native";"sh";"=";"*";"*";NA
"Calystegia silvatica";"z";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"kN";NA
"Calystegia × pulchra";"s";"ornamental";NA;"W";"yes";"established non-native";"nb";NA;"nb";"*";NA
"Camassia cusickii";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Camassia scilloides";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Camassia leichtlinii";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Camassia quamash";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Camelina sativa";"s";"ornamental";"crop";NA;"yes";"native";"?";"?";"D";"*";NA
"Campanula thyrsoides";"s";"ornamental";NA;"W";"yes";"native";"ss";"<";"3";"*";NA
"Campanula cochleariifolia";"v";"ornamental";NA;"W";"yes";"native";"s";"=";"*";"*";NA
"Campanula pyramidalis";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula glomerata";"s";"ornamental";NA;"W";"yes";"native";"mh";"<<";"3";"*";NA
"Campanula spicata";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula medium";"v";"ornamental";NA;"W";"yes";NA;NA;NA;NA;NA;NA
"Campanula persicifolia";"s";"ornamental";NA;"W";"yes";"native";"h";"=";"*";"*";NA
"Campanula rapunculus";NA;NA;"crop";"W";"yes";"native";"h";"=";"*";"*";NA
"Campanula patula";"s";"ornamental";NA;"W";"yes";"native";"h";"<<";"V";"*";NA
"Campanula carpatica";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula punctata";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula alliariifolia";"z";"ornamental";NA;"W";"yes";"transient";NA;NA;NA;"*";NA
"Campanula lactiflora";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula rapunculoides";"z";"ornamental";NA;"W";"yes";"native";"h";"=";"*";"*";NA
"Campanula latifolia";"z";"ornamental";NA;"W";"yes";"native";"s";"=";"*";"*";NA
"Campanula trachelium";"z";"ornamental";NA;"W";"yes";"native";"h";"=";"*";"*";NA
"Campanula betulifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula raddeana";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula collina";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula alpina";"s";"ornamental";NA;"W";"yes";"native";"es";"?";"R";"*";NA
"Campanula barbata";"s";"ornamental";NA;"W";"yes";"native";"ss";"=";"*";"*";NA
"Campanula alpestris";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula bellidifolia";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula excisa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula pulla";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula cenisia";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula raineri";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula piperi";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula portenschlagiana";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula poscharskyana";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula isophylla";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula fragilis";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula garganica";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula elatinoides";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula elatines";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula waldsteiniana";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula tommasiniana";"z";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula rotundifolia";"z";"ornamental";NA;"W";"yes";"native";"sh";"<";"*";"*";NA
"Campanula cespitosa";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Campanula scheuchzeri";"s";"ornamental";NA;"W";"yes";"native";"s";"=";"*";"*";NA
"Canna iridiflora";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Canna flaccida";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Canna glauca";"s";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
"Canna indica";"v";"ornamental";NA;NA;"yes";NA;NA;NA;NA;NA;NA
